Type,Full Name,Nickname,AgeMonth,Breed
Dog,Willow,Willow,36,Sheepadoodle
Horse,Morning Mist,Misty,Unknown,Unknown
Dog,Glamis Schedule K1,Kona,60,Golden Retriever
Dog,Bandit Raye,Bandi,144,Farm Dog
Horse,Syndicated Copper,Copper,Unknown,Unknown
Cat,Cleo,Cleo,156,Domestic short-haired
Cat,Sebastian Ninja Nutjob,Sebastian,132,Domestic Short Hair
Dog,Anderson,Andy,144,Labrador RetrieverMix Rescue
Dog,Mars Harambe,Pickle,36,Catahoula Mix
Dog,Claudio Atlas Wolfric,Claudio,96,Dachshund
Rabbit,Flufy,Flufy,120,Lionhead
Dog,Lawson H Dog,Hogan,192,Briard
Cat,Smudge The Second,Deuce,48,Himalayan
Dog,Tucker,Tucker,12,Bully Mix
Cat,Echo,Echo,216,Unknown
Dog,Ames,Ames,60,Husky
Dog,Franc,Franc,12,Mastiff Cross
Cat,Winnie,Winnie,12,Unknown
Cat,Tiggy,NaN,12,Unknown
Dog,Oliver Jackson,Oliver,66,Morkie
Dog,Dolly Doodle Dogger,Dolly,72,Labradoodle
Cat,Ann Perkins,Ann,6,Mixed
Dog,Cassie,Cassie,60,Mix
Cat,Kisa Marie,Kisa,72,Unknown
Dog,Logan,Logan Brogran,24,Rhodesian Ridgeback
Dog,Basil,Basil,84,"Mixed - Lab, German Shepherd"
Dog,Marble,Marble,60,"Mixed - Plott, Coonhound "
Dog,Hollie,Hollie,168,Westie
Dog,Cash Money,Cashie,24,Labrador Retriever
Dog,Seamus,Shamie Bameee,132,Rhodesian Ridgeback
Cat,William Robert,Billy,36,Unknown
Dog,Nash,Nash,24,Labrador Retriever
Cat,Spoons,Spoons,36,Calico
Cat,Arizona,Arizona,84,"Mixed - Domestic Shorthair, Orange Tabby"
Dog,Sian Ben Ryan,Sian,168,Westie
Dog,Bear 2,Bear,90,Retriever Mix
Cat,Banjo,Banj,36,Domestic short-haired
Chinchilla,Fossedini Heraldo Macduff,Fosse,120,Unknown
Cat,Princess Melanie,Melanie,60,Domestic Long Haired
Cat,Tiffany Marie,Tiffany,156,Domestic short-haired
Dog,Charles Barrath Mcintyre,Barry,72,Basset Hound
Dog,Margeurite Larioux Gonzales,Maggie,72,Chihuahua-lab
Dog,Rusty,Rusty,24,Fox Red Lab
Dog,Starfire,Star,180,Maltese Poodle
Dog,Nova,Nova,Unknown,Mixed Breed
Dog,Dinty,The Dint,60,Terrier Mix
Cat,Hamilton,Hammy Bits,36,Unknown
Dog,Kadie Jo,Kadie Jo,72,Labrador Retriever
Cat,Incandenza,Ink,36,Unknown
Cat,Fitzgerald,Fitz,96,Domestic Short Hair
Cat,Zelda,Zelda,96,Domestic Short Hair
Dog,Daisy Duke,Daisy,48,"Mixed - Siberian Husky, Brittany Spaniel Cross"
Guinea Pig,Stewie,Stewie,24,Unknown
Dog,Sunny Sunday Sky,Sunny,186,Beagle
Guinea Pig,Francisco,Cisco,24,Unknown
Horse,Dream On Chip,Diva,180,Appaloosa
Dog,Bailey,Bailey,36,Border Collie Mix
Horse,Tundra,Tundra,144,Mixed Breed
Dog,Bosco Spaghettio,Bosco,108,Border Collie Mix
Cat,Agnes Marie,Aggie Turd,24,Unknown
Dog,Tansei,Duffus,84,Shiba Inu
Cat,Edith,Eduf Monster,12,Unknown
Cat,Mini,Mimi,156,Tuxedo
Cat,Theodore,Ted,48,Persian
Dog,Molly,Molly,192,Golden Retriever
Dog,Duke Dukington,Duka,36,Chihuahua Mix
Cat,Oliver Newton,Ollie,48,Maine Coon
Dog,Prince Phillip The 2nd,Phillip,144,West Highland White Terrier
Cat,Starla,Starla,48,Domestic Short Hair
Dog,Petey,Petey Poopoo Head,132,West Highland White Terrier
Dog,President Nixon,Nixy,96,Mixed Breed
Dog,Daisy Doodle Fat Kid With Butt Spots,Daisy,48,Hound X
Dog,Benry Of Willowbrook,Benry,96,Golden Retriever
Dog,Qoda,Qoda,Unknown,Golden Retriever
Dog,Ziggy Starsog,Zig,18,Hound X
Dog,Samuel Labrador,Sam,156,Labrador
Hamster,Princess Consuela Banana Hammock,Banana,Unknown,Unknown
Dog,Bentley Boy,Bentley,156,"Mixed - Shi-tzu, Bichon"
Dog,Taco Belle,Taco,Unknown,Unknown
Dog,Pluto,Pluto,Unknown,Golden Retriever
Hamster,Scooter Computer,Scooter,24,Unknown
Dog,Toby,Toby,72,Beagle Mix
Dog,Harlee,Harlee,36,Anatolian Shepherd
Dog,Nessa,Nessa,12,Golden Retriever
Dog,Biscuit Bandit,Bandit,36,Labrador
Cat,Sophie,Fuzzbutt,24,Unknown
Dog,The Real Slim Sadie,Sadie,18,Golden Retriever
Dog,Quincy Sugarplum,Quincy,36,Golden Retriever
Dog,Skipper Doo,Skip,48,Yorkshire Terrier
Dog,Sam Ruffalo,Sam,72,"Mixed - Golden Retriever, Lab"
Dog,Brutus Buckeye,Brutus,Unknown,Golden Retriever
Dog,Crespo,Crespo,144,"Mixed - Shihtzu, Unknown"
Dog,Rossignol,Rozzie,Unknown,Siberian Husky
Hamster,Peaches,Peaches,36,Unknown
Dog,Pepper,Pepper,48,Mix
Dog,Amaya,Maya,72,Siberian Husky
Cat,Eloise,Ellie,120,Unknown
Cat,Olive,Ollie,48,Unknown
Cat,Kiki Buntain,Kiki,216,Mutt
Dog,Tiger,Tiger,144,Unknown
Dog,Bonnie,Bonnie,96,Westie
Dog,Abby,Abby,132,Cavalier King Charles Spaniel
Gecko,Gomez,Gomie,120,High Yellow Leopard Gecko
Dog,Cooper,Coop,84,Labrador
Dog,Chase,Chase,36,Husky Mix
Hamster,Steve Hammond,Steve,12,Russian Campbell
Dog,Riley Jenkins,Riley,48,Golden Retriever
Dog,Montgomery T Dog,Monty,24,Dalmatian Labrador Cross
Dog,Nana Roo,Nana,60,German Shepherd
Cat,Ella Grey,Ella,84,Unknown
Dog,Callie,Cal Gal ,36,Golden Retriever
Dog,Rocco Norbert,Rocco,120,"Mixed - Golden Retriever ,  Chow"
Dog,Jack,Jack,36,Terrier Something Or Other
Dog,Ted,Ted,12,Welsh Terrier
Snake,Desiree,Desiree,132,Rosy Boa
Dog,Jaida Lynn,Jaida,144,"Mixed - Black Labrador Retriever,  Terrier"
Snake,Gaia,Gaia,120,Dumerils Boa
Dog,Daisy Lulu,Daisy,108,Toy Poodle
Cat,Phillip,Phillip,192,Yellow Buddy Tabby
Cat,Sunni,Sunni,120,Birman
Cat,Nymeria,Nym,60,Domestic medium-haired
Cat,Scarlett,Scar,102,Unknown
Cat,Ink,Ink,12,Domestic medium-haired
Cat,Drew,Drewbeans,84,Unknown
Dog,Titus,Titus,84,Lab
Cat,Midna,Midna,96,Domestic short-haired
Dog,Cookie Asparagus,Cookie,132,Chihuahua Jack Russell Terrier
Dog,Tessa Leigh,Tessa,132,Labradoodle
Dog,Ali,Ali,60,Greyhound
Dog,Daisy,Daisy,48,Labrador RetrieverMix
Dog,Lucky,Luck Luck,60,Lab
Cat,Rex,Rex,84,Maine Coon
Dog,Harper Jean,Harper Jean,18,German Shepherd
Cat,Maverick,Maverick,24,Unknown
Hermit Crab,Rork,Rork,24,Unknown
Cat,Tina Fay,Tina,72,Unknown
Cat,Sophie,Sophie,48,Domestic short-haired
Dog,Max-well,Max,72,Golden Retriever
Dog,Mica,Mica,72,Labrador RetrieverMix
Cat,Patches,Patches,120,Tuxedo Cat
Cat,Asch,Asch,48,Domestic short-haired
Rat,Yuri,Yuri,12,Rat
Rat,Ravio,Ravio,12,Rat
Dog,Sylvester Balboa,Sly,72,Golden Retriever
Dog,Mia Roo,Mia,132,Australian Shepherd
Hamster,Melody,Melody,12,Winter White Hamster
Dog,Casper Tiberus,Casp,48,Mixed
Dog,Chummy,Chumbles,60,Labradoodle
Dog,Luna Bean,Luna,84,Italian Greyhound X Chihuahua
Gerbil,Brown Gerbil,Brown Gerb,24,Gerbil
Cat,Gabby Comacho,Cho Cho,192,Domestic Short Hair
Gerbil,White Gerbil,White Gerb,24,Gerbil
Dog,Sofie Tooter Scooter,Sofie,84,Chihuahua
Dog,Mojo,Mojo,60,Labradoodle
Dog,Grace,Grace,12,Mix
Cat,Misha,Misha,96,Tabby
Dog,Frankie,Frankie,12,Mix
Guinea Pig,Dollar Dollar Bills Y'all,Bill,24,Guinea Pig
Dog,Osa,Osa,108,"Mixed - Akita, Husky"
Dog,Dixie,Dixie,144,"Mixed - Pit Bull, Unknown"
Cat,Barnabas,Bucky,2,Mix
Dog,Nina,Nina,84,West Highland Terrier
Cat,Bitsy,Bitsy,180,Domestic Short Hair
Dog,Rachel,Rachel,96,Schnauzer
Dog,Piper,Piper,108,Labrador Retriever
Dog,Bella,Belly,120,Yorkshire Terrier
Dog,Queen Khaleesi,Queenie,144,Mountain Dog Mix
Cat,Pumpkin,Pumpkin,72,Unknown
Dog,Bridget,Bridgy,180,Mutt
Dog,Bodacious,Bodie,168,Labrador Retriever
Dog,Mama Rose,Rosie,84,Pitbull
Dog,Augustus,Gus,96,Golden Retriever
Cat,Sunshine,Sunshine,84,Tiger Stripe
Dog,Tater,Tater,Unknown,Labrador & Great Pieraneese
Cat,Millicent,Millie,72,Unknown
Hedgehog,Gustavus Ericius Hedgehog Of The North,Gus,18,Unknown
Dog,Beverly Ann,Beverlana,156,Golden Retriever
Dog,Cora Smalls,Cora,36,Havanese
Dog,Jasper,Jasper,192,"Mixed - Dalmation, Beagle"
Cat,Dust,Dust,12,Unknown
Dog,Caleb,Caliber,18,Blue Tick Coon Hound
Dog,Tonka,Tonks,96,Newfoundland
Bird,Spike,Spiker doodle,156,Cockatiel
Cat,Ash,Ashy Boy,108,Unknown
Cat,Blossom,Moose,60,British Long Hair
Cat,Violet,Violet,168,Short Hair
Cat,Thor,Thor,48,Unknown
Dog,Hank,Baby,24,Boxer
Dog,Brandy,Puddin,60,"Mixed - Lab, Pitbull"
Cat,Lily,Lillibutt,132,Short Hair
Dog,Sir Squeaksalot The Second,Twoie,108,Chinese Crested Powder Ouff
Cat,Buddy,Buddy Boi,48,Short Hair
Dog,Colby Jack,Jack,60,German Shepherd
Dog,Cooper,Coop,72,Labradoodle
Dog,Murphy,Murph,12,Goldendoodle
Dog,Phineas,NaN,84,Irish Soft-coated Wheaten Terrier
Dog,Peach,Peach,24,Mixed
Dog,Moose Alexander,Moose,2,Maltipoo
Cat,Eliza Goose,Eliza,24,Unknown
Guinea Pig,Nibbles,Nibsey,60,Short Hair
Cat,Chichi,Chichi,108,Tabby
Cat,Isabella,Izzy,48,Unknown
Dog,Ruby,Ruebs,72,Rhodesian Ridgeback
Dog,Ruby,Ruby,48,Labrador Retriever
Dog,Min Ottende Bold,Otte,108,Black Labrador Retriever
Dog,Min Fine Nimina Beana,Mina,72,Yellow Labrador
Dog,Lucy,Lu,36,Great Pyrenees
Cat,Belvedere,Biff,192,Shorthair Mackerel Tabby
Cat,Heaven,Kitty,96,Tortoise Shell
Dog,Lucy Lu,Luey,48,Basset Hound
Dog,Katniss Underfoot,Katniss,108,Pit Bull Ish
Dog,Sadie,Sayd,156,Border Collie
Dog,Coco  Chanel Mademoiselle,Coco,60,Golden Retriever
Dog,Maggie,Mags,96,Border Collie
Dog,Gunner Baker,Gunner,144,Lab
Rabbit,Lady Sybil,Lady,21,Holland Lop
Cat,Ashley Williams,Ash,96,Maine Coon
Dog,April In Paris,Paris,72,Golden Retriever
Rabbit,Colby,NaN,36,Unknown
Cat,Mister,Mister,24,American Shorthair
Cat,Goku,Tutu,24,Unknown
Goldfish,Miles,Miles,60,Goldfish
Cat,Fuzzball,Fuzzybutt,120,American Shorthair
Dog,Felix,Felix,24,Unknown
Cat,Benjamin,Ben,168,Unknown
Dog,Woodruff,Woody,120,"Mixed - Saint Bernard, Cocker Spaniel"
Cat,Tibby,Tib,36,Unknown
Dog,Kitty Take Your Gloves Off,Reba,96,Golden Retriever
Cat,Honey,Honey,84,Tabby
Dog,Mulligan,Mull,144,Golden
Dog,Loki,Loki Aka Goof Ball,2,Golden Retriever
Dog,Okemo,Okemo,96,Australian Cattle Dog
Dog,Beau,Beau,18,Golden Retriever
Cat,Lucy,Lucy,72,Unknown
Dog,Zack Attack,Zack,120,Golden Retriever
Dog,Kendall,Kendall,48,Hound Labrador RetrieverMix
Dog,Bailey,Bailey,12,"Mixed - Lab, Pointer"
Dog,Ranger,Ranger,132,"Mixed - German Shepherd, Husky"
Dog,Dan,Dan,144,"Mixed - Basenjji, Unknown"
Dog,Sir Maximillion Of Binghamton,Max,120,Golden Retriever
Dog,Freya,Freya,36,"Mixed - Pointer, Sharpei"
Dog,Jackson,Jax,168,Golden Mix
Dog,Kurama,Kdog,36,Unknown
Dog,Luchik,Luchik,60,White German Shepherd-husky
Dog,Pippi Hyde,Pippi,132,Cocker Spaniel
Cat,Scarlet,Purrincess Kitty,156,Domestic Short Hair
Dog,Pearly,Pearl,66,Husky Mix
Cat,Sebastian,Monkey,144,Domestic Short Hair
Dog,Walter,Walty,72,Spaniel Mix
Cat,Reeses Pieces,Reesie,24,Domestic Short Hair
Dog,Buddy Of Bailey's Irish Cream,Buddy,132,Black Lab
Dog,Belle,Belle,180,Golden Retriever
Cat,Sushi Roll,Sushi,18,American Bobtail
Dog,Zoe Marie,Zoe,72,German Shepherd
Dog,Wilson,Wilson,48,Labrador RetrieverMix
Cat,Mochi,Mochi,18,American Bobtail
Dog,Reesie,Reesie,168,Yorkshire Terrier
Cat,Sasuke,Sasuke,72,Mixed
Cat,Sasuke,Sasuke,72,Mixed
Dog,Bocephus Ray,Bo,72,German Shepherd
Dog,Gunner,Gunny,60,Yellow Lab
Dog,Stella,Stella,144,Daschund Mix
Dog,Bailey's Irish Cream,Bailey,Unknown,Black Golden Retriever
Cat,Abigail,Abby,96,Siamese
Dog,Poppy,Pops,192,Jack Russell
Dog,Nina,Beans,150,Flat Coated Retriever
Cat,Boris,Boris,36,Spinx
Cat,Smoochey,Moo Moo Cow,216,Domestic Short Hair
Cat,Toast Malone,Toast,60,Unknown
Cat,Hex,Hex,96,Unknown
Cat,Smudge Of Grey,Smudge,84,Unknown
Dog,Charlotte,Char,48,"Mixed - Beagle, Jack Russel"
Dog,Ms. Cuddles,Cuddles,165,Chiffon
Dog,Wayne Rooney,Roo,156,Border Collie
Dog,Snack,Snack,24,"Mixed - Rottweiler, Cocker Spaniel "
Cat,Skipper,Skips,192,Unknown
Cat,Nacho Bell Grande,Bean,12,Unknown
Dog,Hazel,Zelly,36,Golden Retriever
Dog,Luna Calamity Barnes,Luna,108,Mutt
Dog,Hiro Barnes,Hiro,60,Mutt
Dog,Ramsey,Ramsey,12,Labrador
Dog,Stella Diane,Stella,72,Havanese Type Mix
Dog,Trigger,Trig,48,Labrador Retriever
Cat,Noodle,Noodle,36,"Mixed - Calico, Domestic Shorthair"
Dog,Hlose,Hlose,120,Papillon Mix
Dog,Scout Mcgee,Scout,144,Spitz
Dog,Milo,Milo,24,Golden Retriever
Dog,Kolbie,Kolbie,120,Beagle
Dog,Rhyannon's Princess Nikita,Nikki,126,Siberian Husky
Cat,Scram,Scrammies,24,Domestic Medium Haired
Cat,Darwin,Cat,84,Unknown
Cat,Leo,Leo,192,Unknown
Cat,Kanga,Kanga,48,"Mixed - Calico, Tabby"
Rabbit,Winona,Winnie,24,Unknown
Cat,Bugaloo Bonzai,Bug,84,Unknown
Dog,Malcolm P. Dog,Malcolm,204,"Mixed - Mutt, Disaster"
Dog,Maxwell T. Bone,Max ,132,Chocolate Lab
Cat,Patches,Patch,96,Unknown
Dog,Indy,Indy,96,"Mixed - Poodle, Beagle"
Dog,Cody Fluffball,Cody,132,Golden Retriever
Dog,Fudge,Fudgie,72,"Mixed - Pug, Beagle "
Dog,Mia,Mia,156,Golden Retriever
Cat,Louie,Louie,48,Unknown
Cat,Mitzi Junebug Kandinsky,Mitzi,96,Unknown
Dog,Megan Gabriela Ortega,Moo,132,Boxer
Cat,Bernie,Bernie ,24,Domestic Long Haired
Dog,Bel,Bel,84,Cocker Spaniel
Dog,Artie,Artie Party,168,Golden Retriever
Dog,Snickers,Snickers,108,"Mixed - Beagle, German Shepherd "
Cat,Hazel,Hazel,48,Domestic Short Hair
Dog,Blue,Blue,84,Blue Heeler Mix
Dog,Wally,Wawa,24,Golden Retriever
Dog,Copper,Copper,120,Chihuahua Mix
Cat,Harold,Harry,12,Cat
Lizard,Birdie,Baby Liz,84,Unknown
Cat,Sir Jonathan Pooh Cat,Jonathan,120,Persian
Dog,Juliet,Jules,24,Pitbull
Cat,Scout,Scout,108,Tabby
Dog,Dasher,Dash,96,Spanador
Dog,Grace,Gracie,60,Labrador Retriever
Dog,Ruby,Ruby,144,Mutt
Bird,Nugget,Nugget,24,Ringneck Dove
Dog,Levi,Lee,72,Australian Shepherd
Dog,Elle Loki Bean,Bellie,12,Boxer Mix
Dog,Dorthea Dix,Doge,60,Golden Retriever
Dog,Layla Bo Peep,Layla,12,Puggle
Dog,Rocky,Rocky,144,Beagle Mutt
Dog,Tillith,Tilly,96,Hound Mix
Dog,Rollo,Rollo,42,Yellow Lab
Dog,Nisku,Nisku,24,G-shep Mix
Cat,Cat,Cat,96,Domestic Long Haired
Cat,Peaches,Peaches,60,Persian
Dog,Sadie Jo,Sadie,60,Yellow Labrador Retriever
Dog,Lady,Lady,108,Bernese Mountain Dog
Dog,Sammy Q,Sam,120,Golden Retriever
Cat,Cookie,Cookaroo,108,Siamese Mix
Cat,Pepper,Bebs,48,Tabby Mix
Cat,Ipod,Ipod,144,Unknown
Cat,Hank The Cowcat,Hank,144,Unknown
Dog,Oliver Phish,Oliver,24,"Mixed - Pit Bull, Unknown"
Dog,Cleopatra,Cleo,72,Italian Mastiff
Dog,Birdie,Birdir,12,Labradoodle
Dog,Murphy,Murph,12,Golden Retriever
Dog,Ryder,Ryder,168,"Mixed - Yellow Lab, Unknown"
Dog,Talani Snowmageddon,Milo,1.125,Golden Retriever
Dog,Winnie The Blue,Winnie,2,Pitbull
Dog,Scarlett,Scarlett,Unknown,Cavalier King Charles Spaniel
Dog,Gus,Gus,132,Golden Retriever
Dog,Dixie Marie,Dixie,96,St. Bernard
Dog,Heidi,Heidi,24,St. Bernard
Dog,Phin,Phin,24,St. Bernard
Dog,Jager,Jager,144,Labrador Retriever
Dog,Brown Bear,Bear,84,Unknown
Dog,Lucy,Lucy,48,Golden Retriever
Dog,Kahlua,Chicky chix,2,Mutt
Cat,Epinephrine,Epi,108,Mix
Dog,Baylei,Stinky,12,Silver Lab
Dog,Baylei,Stinky,12,Silver Lab
Cat,That Cat,T.C.,108,Mix
Dog,Rocky,Rocky,60,"Mixed - Pit Bull, Lab"
Bird,Buddy Ryan,Buddy,144,Unknown
Dog,Abigail,Abby,48,Pitbull
Dog,Kira,Kira,180,Beagle
Dog,Sammy,Sam Sam,72,"Mixed - Golden Retriever, Lab"
Dog,Piper Marie,Piper,48,Newfoundland Mix
Dog,Charlene,Charlie,144,Labrador RetrieverMix
Dog,Thor Mighty God Of Thunder,Thor,108,Dachshund Mix
Dog,Cody Anne,Cody,24,Golden Retriever
Cat,Caesar,Jeff jeff,108,Unknown
Dog,Tessa,Tessa,132,German Shepherd
Cat,Theia,Kitty,132,Domestic Long Haired
Cat,Minerva Mcgonagall,Minna,60,Tabby
Dog,Lily,Lily,120,Shepherd Chow Mix
Dog,Butters,Butters,108,"Mixed - Shepherd, Unknown"
Dog,Marigold,Marigold,96,Heinz 57 Mutt
Dog,Prince Romeo,Romey,96,Miniature Pinscher
Cat,Teachers Pet,Teeps,24,Unknown
Cat,Wimpy,Wimpy,24,Unknown
Cat,Lucy,Lucy,24,Unknown
Dog,Snickers The First Head Woofer,Snickers,72,"Mixed - Yorkshire Terrier, poodle"
Dog,Lucky,Lucky,36,"Mixed - Lab, Blue Heeler, ed Breed"
Dog,Ares,Ares,96,Olde English Bulldog
Cat,Skylar,Sweet Boii,36,Unknown
Dog,Maximillian,Max,156,Golden Retriever
Dog,Rogue,Rogue,72,"Mixed - Border Collie, Weimerheimer, ed Breed"
Cat,Sweety,Sweety,Unknown,Domestic Long Haired
Cat,Benny,Ben,48,Domestic Short Hair
Dog,Ace,NaN,12,American Hairless Terrier
Dog,Ava,NaN,48,American Hairless Terrier
Dog,Winnifred,Winnie,72,"Mixed - Shitzu, Poodle "
Dog,Mika,Mika,96,"Mixed - Pit Bull, Lab"
Dog,Charlie Elizabeth Begonias,Charlie,60,Labradoodle
Dog,Jack Ass,Jack,60,Border Collie Australian Shepherd Mix
Cat,Bean,Cat,84,Unknown
Cat,Skipps,Skipper,12,Unknown
Cat,Carly Q Cat,Carl,60,Unknown
Dog,Dan,Digger,156,Pug
Dog,Koko,Koko,48,French Bulldog
Dog,Archibald,Archie,24,Golden Retriever
Dog,Sassie,Sassie,228,Poodle
Dog,Zoe,Zoe,144,Shitzu-poodle
Dog,Bobo,Bobes,120,Mutt
Cat,Sofi,Sofi May Bofi,24,Calico
Dog,Isiah Thomas,Izzy,Unknown,Maine Coon
Dog,Sir Pete The Pup,Pete,144,Chihuahua
Dog,Roux Stir,Roux,96,Catahoula Mix
Dog,Lucy Scramble,Lucy,60,Boxer
Dog,Junebug,Junebug,120,"Mixed - Shepherd, Unknown"
Dog,Crinkle,Crink a dink,84,Rhodesian Ridgeback
Dog,Smokey,Spooky,168,Mutt
Dog,Daisy May,Daisy,36,Labrador RetrieverMix
Dog,Crimson,Crimson,108,"Mixed - Beagle & Lab, German Shepherd "
Dog,Tide,Tide Dog,108,"Mixed - Beagle & Lab, German Shepherd "
Dog,Sophie,Sophie,120,Labrador Retriever& Jack Russell Mix
Dog,Sir Nigel Petrie Of The Poofybottom Clan,Nigel,144,"Mixed - Pomeranian, Terrier "
Dog,Tobi,Bobo,120,"Mixed - Newfoundland, St. Bernard"
Dog,Bruin,Bru,84,Golden Retriever
Dog,Lucinda Jean,Lucy,12,Golden Retriever
Dog,Dave,Dave,54,Golden Retriever
Dog,Harper Valley,Harper,Unknown,Dachshund
Cat,Calleigh Marie,Calleigh,168,Domestic short-haired
Dog,Buster Brown,Buster,132,Mutt
Goldfish,ptifish,ptifish,Unknown,Orange
Dog,Leila,Leila!!,60,Pointer
Dog,Trixie,Trixie Treat,36,Golden Retriever
Dog,Archer,Archibald,108,Labrador RetrieverMix
Dog,Josie Pancakes Fluffybottom,Josie,96,Unknown
Cat,Tiger Jack,Jack,81,Tabby
Cat,William Orange,Willie,81,Tabby
Dog,Zeus,Zu,18,Great Dane
Dog,Shooter,Shooter,96,Blue Heeler
Dog,Ellie,Ellie,96,Yellow Lab
Dog,Macie,Mace,96,Golden
Dog,Maddie,Bubbis,204,Shih Tzu
Cat,Motown,Mo,96,Domestic Long Haired
Betta Fish,Spot,Spot,12,Betta
Dog,Squirt,Squirt,84,Bulldog
Dog,Samantha Marie,Sammie,96,Mutt
Dog,Quincy,Quincy,60,Chow Mix
Dog,Cajun,Cajun,78,Golden Labrador RetrieverMix
Dog,Duke,Dukie Doo,36,Pitbull
Dog,Daisy,Daisy Dee,36,Pitbull
Dog,Nico,Nico,48,"Mixed - Pug, Boston Terrier "
Dog,Chance Mccoy,Chance,120,Golden Retriever
Dog,Kobi,Kobi,132,Pitt Bull Mix
Dog,Maila,Maila Moose,12,South African Mastiff
Horse,Domino,Dommi,72,Paint
Dog,Phineas,Phin,36,Lab
Dog,Cody,Vody,240,Labrador Retriever
Dog,Perry,Perry,36,Lab
Chicken,Gregory Peck,Greggie,24,Bantam Cochin
Dog,Call It A Night Sir Dudley,Dudley,60,Golden Retriever
Dog,Madison Brooke,Maddy,84,Foxhound Mix
Cat,Pandors,Pandora,120,Unknown
Dog,Like Francis,Luke,96,Treeing Walker Coonhound
Cat,Bo Bo,Bo Bo,48,Unknown
Cat,Zooey,Zooey,96,Unknown
Cat,Mollie,Mollie,24,Unknown
Cat,Jj,Jj,12,Unknown
Cat,Jenson Button. ,Boo Bear,96,Mix
Dog,Pilikia,Pili,168,Chihuahua
Dog,Mia Pieper,Mia,36,"Mixed - Black Lab,  Greyhound "
Cat,Nova Blake,Nova,12,Tabby
Dog,Pepper Potts,Pepper,72,Golden Retriever
Dog,Scruffy,Scruffy,Unknown,Mutt
Cat,Nikolai Maranov,Mr. M,144,Maine Coon
Cat,Django,Django,192,Tuxedo Cat
Dog,Princess Jessi,Jessi,84,Unknown
Dog,Mowgli,NaN,12,Lab
Dog,NaN,NaN,24,Lab
Dog,Wille,Willie,96,Unknown
Dog,Otto,Otto,18,"Mixed - Doberman, Basset Hound"
Cat,Momma Martha,Martha,60,Domestic short-haired
Dog,Optimus,Opti,84,Maltese
Dog,Memphis Mumford,Memphis,24,Cane Corso Mastiff
Cat,Antoine,Toine,96,Tabby Cat
Dog,Louie,Louie,72,"Mixed - Lab, Bloodhound "
Cat,Hunter Pounce,Caracat,96,Shorthair Cat
Dog,Anna,Anna,60,Unknown
Dog,Chester,Chester,156,Nova Scotia Duck Toller
Dog,Zeus Theodore,Zeus,84,Schnoodle
Dog,Ripley,Ripley,156,Golden Retriever
Dog,Beau,Beau Beau,48,Goldendoodle
Dog,Lucy,Lucy,108,Golden Retriever
Dog,Penelope,Penny,36,Maltese
Dog,Callie,Cal,48,Golden Retriever
Dog,Jake,Jakey Poo Poo Head,24,Goldendoodle
Dog,Willie,Willie,30,Labrador RetrieverMix
Dog,Package,Package,12,Dalmatian Mix
Cat,Algernon,Algy,132,Unknown
Cat,Pickles!,Pickles,36,Torti
Cat,Jiblit,Tiny Jib,12,Unknown
Dog,Luna,Luna,60,Yorkshire Terrier
Dog,Delilah,Lila,48,Lab
Cat,Celie,Celie,84,Tabby
Cat,Sophie,Sophie,84,Tabby
Cat,Oliver Wendell Holmes,Oliver,108,Unknown
Dog,Josephine,Josie,48,"Mixed - Border Collie, Pit "
Dog,Russell D.,Rusty,108,Mutt
Dog,Excalibur Insubordinate Omallie Ix,Cali,24,Golden Retriever
Dog,Darth Vada Mae,Vada,84,"Mixed - Border Collie, Corgi"
Cat,Felix,Felix,144,Domestic Short Hair
Dog,Butterscotch,Butters,114,Mutt
Dog,Emma Jean Jelly Bean,Emma,156,Shih Tzu
Cat,Binky,Binky,24,Domestic Short Hair
Cat,Sox,Sox,120,Domestic Short Hair
Dog,Rigby,Rigs,72,Boston Terrier
Dog,Sir Scribbles Of The Shire,Scribbles,60,"Mixed - Shih Tzu, Corgi"
Cat,Herbert Fitzgerald,Bertie,36,Ragdoll
Cat,Gary,Gary,35,Tabby
Cat,Cassandra,Cassie,84,Siamese Mix
Cat,Moose,Moose,Unknown,Calico
Dog,Tele,Tele,132,Lab
Dog,Maggie,Pooper,168,Dachshund
Cat,Daniel,Daniel,192,Oriental Shorthair
Cat,Kitty,Kitty,192,Domestic short-haired
Dog,Daisy Mae,Daisy,132,Golden Retriever
Dog,Bug,Bug,72,Jack Russel Mutt
Dog,Rayven,Ray,72,German Shepherd
Dog,Puppy Girl,Puppy,48,Jack Russell
Dog,Beyonc,Beyonc,24,Chihuahua
Dog,Pippa Mad,Pippa,24,Havanese
Dog,Tails Balboa,Tails,168,Chihuahua
Dog,Tara Balboa,Tara,72,Chihuahua
Dog,Mia,Mimi,12,Chihuahua
Dog,Slainte,Slainte,144,Chiweenie
Cat,Persephone,Persnuffy,132,Unknown
Cat,Piper,Pipes,12,Unknown
Cat,Belle,Tiny Kitten,144,Unknown
Cat,Nyx,Nyxapooski,96,Unknown
Dog,Clyde Frog The Dog,Clyde,45,Yellow Labrador
Cat,Baby Tiger,Tiger Bub,132,Unknown
Cat,Havoc,Bb,24,Unknown
Dog,Asher,Ashie,108,Golden Retriever
Dog,Miley,Miley,162,Mutt
Cat,Tux,Monsieur Tux,24,Unknown
Horse,Paisley Desert Melody,Melody,84,Mustang
Dog,Suzie,Suzie,60,Chocolate Lab
