Type,Full Name,Nickname,AgeMonth,Breed
Dog,Captain Avro Clarence,Avro,72,Schnauzer
Dog,Carlene,Weentz,48,Mutt
Dog,Linda,Linda,120,West Highland White Terrier
Cat,Stellabella,Stella,84,Tortie
Dog,Toby Wooferton,Toby,216,Mixed
Dog,Sacha,Fjollehoved ,156,Unknown
Cat,Ponce De Leon,Ponce,84,Domestic Short Hair
Dog,Snickers,Snicks,168,Labradoodle
Cat,Echo,Echo,144,Unknown
Cat,Tiga,Tiga,84,Domestic Short Hair
Dog,Sherlock Bones,Sherlock,48,"Mixed - Pit Bull, Unknown"
Dog,Irene Adler,Addie,96,Bulldog
Cat,Bloo,Bloo,132,Unknown
Dog,Wallace,Wally,24,Labradoodles
Dog,Dude,Handsome,30,Labrador Retriever
Cat,Mitten,Tuna,156,Unknown
Dog,Bailey,Bailey,108,Golden Retriever
Dog,Willow,Sweetie,72,Labrador Retriever
Dog,Philistine Smoosh,Bill,168,Jack Russell Terrier
Cat,Kitty Cat,Kc,156,Unknown
Cat,Elvis,Tubby,144,Siamese
Dog,Henry Nacho,Henny,96,Golden Retriever
Dog,Maximilian Kolby,Maxy,192,Golden Retriever
Dog,Argos,Argos,72,Mixed
Ferret,Buttercup,Butter,Unknown,Unknown
Dog,Madeline Grace,Ma Ma,180,Golden Retriever
Dog,Elvis,Elvis,132,Cockapoo
Dog,Coconut Butter,Coco,60,Mix
Dog,Lucy-fur,Lucy,144,Golden Retriever
Dog,Sophie Grace,Soph,156,Brindle Black
Dog,Prince,Prince,168,"Mixed - Poodle, Shih Tzu And A Misc Terrier, Sporting Breed "
Dog,Jackson Buttsickle,Jacks,48,Mix
Dog,Lassie,Lass Lass,168,Moth Eaten Carpet
Dog,Charles Xavier Ii,Charlie,48,Great Pyr
Cat,Gingersnapz C. Cat,Gingersnapz,84,Domestic Short Hair
Dog,Caroline,Caroline,60,Purebred Alabama Mutt
Cat,Shadow,Shadow,132,Unknown
Cat,Murray 2,Murray,84,Unknown
Dog,Beau,Goomby,48,Golden Retriever
Dog,Lindon,Lindy Loo,120,"Mixed - Pit Bull, Lab"
Cat,Marilyn,Chirp,60,Orange
Dog,Tedward,Teddy,48,"Mixed - Shi Tzu, Unknown"
Dog,Zuzu,Zu,48,Shih Tzu X Bichon
Dog,Marcus Brutus,Brutus,48,Boxer
Cat,Charlie Chaplin,Charlie,12,Unknown
Cat,Molly Tigerlily,Molly,12,Unknown
Cat,Britannia,Brit,120,Unknown
Dog,Brownie Leigh,Brownie,36,Golden Shepherd
Dog,Jersey Girl,Jersey,132,"Mixed - Husky, Malamute, Sneaky Neighbor's Dog "
Dog,Stella,Stells,120,Goldendoodle
Dog,Lizzie,Lizzie Pie,72,"Mixed - Husky, Sneaky Neighbor's Dog "
Cat,Marby,Beanie Baby,168,American Shorthair
Dog,Roxy,Roxy Socks,12,Mutt
Dog,Coco Murfree,Coco,108,Border Collie
Dog,Ozzy,Ozlet,12,"Mixed - Minnie Australian Shepherd, Cockapoo"
Dog,Winston Pigaloo,Winston,72,Pug
Dog,Noodle,Noodle ,156,Weiner Dog
Dog,Phantom,Phantom,60,Staffordshire Pit Bull
Dog,Ellen Park,Ellen,36,Golden Retriever
Cat,Meredith,Mer,12,Domestic Short Hair
Cat,Brennan Zachary,Punkin Butt,96,Domestic Short Hair
Fish,Fishy,Fishy,216,Unknown
Dog,Spud,Schmoops,18,Pembroke Welsh Corgi
Dog,Fn 2187,Finn,18,Goldendoodle
Cat,Frank En Stein,Frank,96,Maine Coon
Dog,Pisco,Pisco,60,German Wirehaired Pointer
Dog,Sadie,Sadie,36,German Shepherd
Dog,Lola,Loli Ravioli,2,Golden Retriever
Dog,Addie Heart,Addie,96,"Mixed - Lab, Chow Chow "
Dog,Ernie,Ernburn,12,Unknown
Chinchilla,Milo Chicken Nugget,Milo,78,Unknown
Cat,Melon,Mel,36,Black
Dog,Semaj,Sammich,48,Shih Tzu
Dog,Maya,Little Miss Maya,96,Shih Tzu
Dog,Bijou,Bijou,144,Jack Russel Terrier X Toy Poodle
Dog,Pesto,Pesto,2,Beagle
Dog,Maggie,Magz,Unknown,Eskimo Mix
Cat,Doctor Snuggles Von Fluffybottom,Doc,72,Unknown
Dog,Toby,Toby,12,Golden Retriever
Dog,Jacob Marley,Jake,72,Golden Retriever
Cat,Dixie,Potato,132,Fluffy
Dog,Cujo,Bubby,132,Cocker Spaniel
Cat,Finn,Finnard,108,Long Haired
Dog,Maizie,Maizie,12,Mini Schnauzer
Dog,Bruce D4,Bruce,144,Dachshund
Dog,Jackie Kate,Jackie,60,"Mixed - Lab, Beagle "
Dog,Daisy Bear,Daisy,30,German Shepherd
Gecko,Donut,Donut,60,Crested Gecko
Betta Fish,Whiskers Goldie-the-goldfish Sweetie,Whiskies,24,Betta
Dog,Tinker Stinker,Stinks,30,German Shepherd
Cat,Vinnie,Huggiebear Biden,48,Unknown
Cat,Watson,Dr. Watson,102,Tabby
Cat,Crick ,Dr. Crick,102,Unknown
Dog,Mile High Ice Storm,Miles,84,Golden Retriever
Dog,Breezy Bear,Breezy,12,Golden Retriever
Dog,Nara,Gorda,36,Australian Cattle Dog
Dog,Wyatt Daniel The Wild Corgo,Wyatt,24,Pembroke Welsh Corgi
Dog,Petra,Petra,Unknown,Golden Retriever
Betta Fish,Waffle,Waffle,24,Betta
Dog,Rosie,Rosie,120,Walker Hound
Dog,Lilly,Lilly,120,"Mixed - German Shepherd, Husky, Beagle, Chow Chow"
Dog,Charles,Charles,144,"Mixed - Miniature Schnauzer, Poodle"
Dog,Pippa,Pip,13.200000000000001,Goldendoodle
Dog,Oliver,Ollie,84,Jack Russell Terrier
Dog,Kiku,Kiku,36,Mutt
Dog,Brandy,Brenda,120,Havanese
Dog,Bobby,Bobkin,96,Shih Tzu
Dog,Emma,Emma,144,Shih-tzu Poodle Mix
Dog,Bessy,Bess,120,Labrador
Cat,Romanovski,Romi,60,Domestic Short Hair
Cat,Fifi La Pou,Fifi,24,Domestic Long Haired
Cat,Georgie Porgie,Georgie ,12,Domestic Short Hair
Dog,Dakota,Woobis,156,Mix
Dog,Altrichter,Cooper,108,Golden Retriever
Dog,Tucker,Tuck,84,Golden Retriever
Cat,Milo,Milo,156,Tabby
Betta Fish,Pepperwood,Pepperwood,12,Betta
Cat,Jameson Chewbacca,Jamie,180,American Shorthair
Dog,Penny Bellew,Penny,72,Labrador
Cat,Buddy,Buddy,24,Unknown
Cat,Cat Jenkins,Cat,24,Unknown
Cat,Crouton,Crouton,36,Unknown
Dog,Morena,Morena,24,Corgi
Cat,Samus Aran,Samus,168,Tabby
Dog,Brownie,Bub,156,Maltipoo
Dog,Mose Schrute,Mose,24,German Shepherd
Dog,Rocky,Rocky,72,Corgidor
Cat,Rosalind Franklin,Rosie,12,Unknown
Cat,Harley Quinn,Baby Kitty,60,Unknown
Betta Fish,Sushi,Sushi,24,Betta
Cat,Mister Beans,Mister Beans,120,Grey Domestic Short Hair
Goldfish,Lord Baphomet: Destroyer Of Worlds,Baphomet,Unknown,Unknown
Dog,Tyler John ,Ty,144,Rhodesian Ridgeback
Cat,Adanac,Chunky,24,American Shorthair
Cat,Callister,Callibean,24,American Shorthair
Dog,Tux,Tux,108,Black Labrador RetrieverMix
Dog,Ruby,Ruby,36,"Mixed - Coonhound, Beagle"
Dog,Pooch-k,Pooch k The Pooch,84,Mutt
Dog,Scooby,Scoobers,12,Mutt
Cat,Dwayne,Mr. Baby Dwayne,36,American Shorthair
Cat,Alice,Spippy,132,American Shorthair
Dog,Lloyd,Lloyd,132,Golden Retriever
Cat,Bo Schembeckler,Kitty,180,Short Hair
Dog,Ishka,Ish,96,Golden Retriever
Dog,Millie,Millie,18,Border Collie
Dog,Rossa,Ross,60,Golden Retriever
Dog,Wookie,Wookie,84,Goldendoodle
Dog,Tucker,Tucker,24,Lab
Dog,Keifer,Keifer,168,Yellow Lab
Dog,Frankie,Frankie,84,Husky Mix
Cat,Tenzing,Tenzing,144,Shorthair Calico
Dog,Sammy,Sam,60,"Mixed - Jrt, Miniature Pincher"
Dog,Barrett,Barrett,36,German Shepherd
Dog,Benjamin,Benj,24,"Mixed - Border Collie, Belgian Malinois"
Dog,Laney,Laney,144,Golden Retriever
Dog,Dixie,Lady,36,American Pitbull
Dog,Diesel,Diesel,36,"Mixed - Pit Bull, Unknown"
Hamster,Hamtaro,Hamtaro,Unknown,Unknown
Dog,Baxter,Baxter,90,Golden Retriever
Dog,Riley Marie,Riley,156,Cocker Spaniel
Dog,Reginald Fonzerelli Hawkes,Reg,144,Goldendoodle
Cat,Molly,Molly,72,Unknown
Cat,Kevin,Booboo,36,Unknown
Dog,Erik,Earwig,48,Wirehaired Dachshund
Dog,Oliver,Oli,96,Jack Russell
Spiney Leaf Insect,Thing One,Her,12,Unknown
Dog,Bilbo Spud Doggins,Bilbo,60,"Mixed - Corgi, Cocker Spaniel "
Dog,Bailey Woofer,Bailey,156,Cocker Spaniel
Cat,Roy Lee Laramie,Roy,120,Unknown
Cat,Petunia,Tuney,96,Unknown
Dog,Skyy Like The Vodka,Skyy,36,Husky
Gecko,Stubbs,Stubs,180,Leopard Gecko
Dog,Malibu Like The Rum,Malibu,12,Golden Retriever
Dog,Golden Tate,Tate,24,Golden Retriever
Dog,Bear,Bear,12,Labrador Retriever
Dog,Stanley,Stan,12,Miniature Schnauzer
Cat,Coco,Coco,48,Short Hair
Dog,Andromeda Mae,Andie,72,Goldendoodle
Dog,Eloise Gertrude,Ellie,24,Labradoodle
Dog,Lady Bonnie Of Coventry,Bonnie,96,Black Labrador RetrieverMix
Cat,Ophelia Marie Kitkat Mcdougle Omalley Jr.,Ophelia,108,Unknown
Cat,Sie Isaac Newton,Newton,192,Unknown
Cat,Black Cat,Bc,36,Unknown
Dog,Gibson,Gibby,30,"Mixed - Pit Bull, Unknown"
Dog,Brewskie,Brew,132,Puggle
Cat,Wolfgang Motzart,Wolfie,84,American Shorthair
Dog,Koli,Koli,132,"Mixed - Yorker Terrier, Silky Terrier "
Dog,Moxie Jean Narice,Moxie,12,German Shepherd
Dog,Dancer Pants,Dancer,204,Havanese
Cat,Kitty Or The Cat ,Kitty,12,Unknown
Betta Fish,Blueberry,Blue,12,Betta
